Location, Link, Title, Description, isPortal
Rhode Island, http://provplan.org/data-and-information/interactive-data-portals, Interactive Data Portals - The Providence Plan, Click on the thumbnail to open large scale map (2.5M JPEG) for identifying census boudaries with respect to local roads. Block groups in same tract are same��..., yes 
Rhode Island, http://nerej.com/66505, NEREJ - Providence launches Open Data Portal available online, Oct 11 2013 ... The Providence Open Data Portal is available online at http://data.providenceri.gov. Modeled after similar initiatives in New York City Chicago��..., yes 
Rhode Island, http://thefederalhillgazette.com/7202/providence-launches-open-data-portal/, Providence Launches Open Data Portal - Federal Hill Gazette, Jul 10 2013 ... The Providence Open Data Portal is available online at http://data.providenceri.gov. Modeled after similar initiatives in New York City Chicago��..., yes 
Rhode Island, http://ridatahub.org/about/, RI DataHUB, The RI DataHUB is a central resource for anyone interested in using data to ... the RI Department of Children Youth and Families (DCYF) and Providence Public Schools ... The visualization software integrated into the web portal (Weave) is in��..., yes 
Rhode Island, http://en.wikipedia.org/wiki/Portal:Rhode_Island, Portal:Rhode Island - Wikipedia the free encyclopedia, Rhode Island and Providence Plantations more commonly referred to as Rhode Island is a state in the New England region of the United States. It is the��..., yes 
South Carolina, http://www.gis.sc.gov/data.html, Data - South Carolina GIS - State of South Carolina, This portion of the site is intended to act as a general GIS data portal to access downloadable data from other agencies throughout the state of South Carolina., yes 
South Carolina, https://ed.sc.gov/data/report-cards/, Report Cards - South Carolina Department of Education, Nov 7 2013... Media �� More... Research Portal ... South Carolina District / School Report Cards ... Click the school year for which you would like to see data:., yes 
South Carolina, http://scassessors.com/body-i.html, South Carolina Assessors - Your One Stop Portal to Assessment ..., South Carolina Assessors is your doorway to all South Carolina County websites for ... Search parcel data tax digest & GIS maps by Owners Name Location��..., yes 
South Carolina, http://scassessors.com/, South Carolina Assessors - Your One Stop Portal to Assessment ..., Welcome to South Carolina Assessors! South Carolina Assessors is your doorway to all South Carolina County websites for online Parcel Tax & GIS Data., yes 
South Carolina, http://www.qpublic.net/sc/body-a.html, South Carolina Assessors - Your One Stop Portal to ... - qPublic, Welcome to South Carolina Assessors! South Carolina Assessors is your doorway to all South Carolina County websites for online Parcel Tax & GIS Data., yes 
South Carolina, http://www.usehazus.com/schug/, South Carolina HAZUS User Group (SCHUG) - USEHAZUS, The South Carolina HAZUS Users Group (SCHUG) was formed in October 2008. ... has created a Web Portal that allows the Comprehensive Data Management��..., yes 
South Carolina, http://www.mcatoolkit.org/Resources/US_State_Maps/Maps_South_Carolina.html, South Carolina Maps - Marine Conservation Agreements, SOUTH CAROLINA Spatial Nonspatial None. GIS Data Portals x. Reference and Supporting Data. Cadastral Reference Grid x. Shorelines x. Coastal��..., yes 
South Carolina, http://agency.governmentjobs.com/sc/default.cfm?&, South Carolina - Jobs Portal Page, Welcome to the State of South Carolina's application process! If this is the first time you are applying using ... Clerical & Data Entry (27); Code Enforcement (3), yes 
South Carolina, https://www.scdhhs.gov/provider, Provider Information | SC DHHS, Medicaid Web Portal Login ... South Carolina Excluded Providers Excel Spreadsheet ... Access maps reports and data on Medicaid health services in South Carolina SC HealthViz is designed to provide greater transparency of the data that., yes 
South Carolina, https://sc.drcedirect.com/, DRC eDIRECT, Data Recognition Corporation (DRC) welcomes educators parents and ... tools and program information for the following South Carolina testing programs:., yes 
South Dakota, http://doe.sd.gov/oats/SDAP.aspx, South Dakota Assessment Portal - South Dakota Department of ..., Data Interaction is eMetric's webbased platform for data integration dissemination and analytics of most classroom and��..., yes 
South Dakota, https://doe.sd.gov/ofm/lds.aspx, Longitudinal Data System - South Dakota Department of Education, SDSTARS ��� South Dakota's Statewide Longitudinal Data System ... Portal ���Secure place where users can access and interact with data from the warehouse, yes 
South Dakota, http://dss.sd.gov/sdmedx/, South Dakota Medical Assistance Portal, Strong families are South Dakota?s foundation and our future. ... a payment processing system called the South Dakota Medical Electronic Data Exchange (SD��..., yes 
South Dakota, https://sdap.emetric.net/, South Dakota Assessment Portal, Welcome to the South Dakota Assessment Portal! This portal houses eMetric's Test Builder iTester ScoreNet and Data Interaction. Within this portal are tools to��..., yes 
South Dakota, https://apps.nd.gov/hubdataportal, North Dakota GIS Hub Data Portal - Job Service North Dakota, The GIS Hub is the portal to North Dakota geospatial data. The data web services and interactive maps available on the GIS Hub are the results of a��..., yes 
South Dakota, http://serc.carleton.edu/NAGTWorkshops/gis/state_resources.html, State GIS Resources - SERC, Dec 15 2013... tabular and vector data via state clearinghouses university libraries ... Rhode Island South Carolina South Dakota Tennessee Texas Utah��..., yes 
South Dakota, http://www.k12.sd.us/Web/Schoolwebs.htm, K-12 School Websites - State of South Dakota K-12 Data Center, A Listing of South Dakota K12 Schools and School Districts with Homepages. Click here to see a list of websites we host here at the K12 Data Center., yes 
South Dakota, http://www.k12.sd.us/, State of South Dakota K-12 Data Center: Home, Offers technology assistance and services for all K12 schools including email calendars web hosting course management streaming media and a help desk., yes 
South Dakota, http://www.digitalcommunities.com/articles/E-Vote-South-Dakota-Introduces-Voter-Information.html, E-Vote: South Dakota Introduces Voter Information Portal, EVote: South Dakota Introduces Voter Information Portal. Tweet ... VIP will query South Dakota's voter database to find your voter registration information., no 
South Dakota, http://en.wikipedia.org/wiki/Portal:South_Dakota, Portal:South Dakota - Wikipedia the free encyclopedia, South Dakota is a state in the Midwestern United States of America. The state is named for the Lakota Nation of native peoples many of whom still call South��..., yes 
Tennessee, http://ctasgis02.psur.utk.edu/credapopulation/, Tennessee Data Portal - The University of Tennessee Knoxville, The Tennessee Data Portal provides census and economic data mapping tables and charts for Tennessee counties cities and other geographies., yes 
Tennessee, http://tnmap.tn.gov/, TNMap Portal - GIS Services -Office for Information ... - TN.gov, TNMAP serves as the portal for accessing a wide variety of GIS related ... to get access to Tennessee Base Map data products and other state agency GIS data��..., yes 
Tennessee, http://www.tngis.org/, Welcome to the Tennessee GIS Spatial Data Server, GIS data for the state of Tennessee. DOQQs DRGs DEMs boundaries wetlands and geology., yes 
Tennessee, http://www.ctas.tennessee.edu/public/web/ctas.nsf/referencematerials?readform, CTAS Reference Materials - County Technical Assistance Service ..., The CTAS Tennessee Population and Economic Data Portal or TN Data Portal is a central location for state and federal data about Tennessee cities and��..., yes 
Tennessee, http://www.ctas.tennessee.edu/, County Technical Assistance Service - The University of Tennessee, The University of Tennessee Knoxville was founded in 1794 and was ... Data Portal is a central location for state and federal data about Tennessee cities and��..., yes 
Tennessee, http://www.ctas.tennessee.edu/public/web/ctas.nsf/trainingcenter?readform, CTAS Training - County Technical Assistance Service - County ..., The University of Tennessee Knoxville was founded in 1794 and was ... Data Portal is a central location for state and federal data about Tennessee cities and��..., yes 
Tennessee, http://www.ctas.tennessee.edu/public/web/ctas.nsf/CountyOfficialsDir?readform, County Technical Assistance Service - County Officials Directory, TN Data Portal. County Officials Directory. The County Technical Assistance Service updates its online Tennessee Directory of County Officials on a weekly��..., yes 
Tennessee, http://www.wctndevelopmentservices.org/data-portal, Data Portal | Washington County Tennessee Development Services, The Washington County Tennessee Development Services Data Portal exists to allow for plan review comments and approvals to be quickly distributed��..., yes 
Tennessee, http://health.state.tn.us/boards/Controlledsubstance/faq.shtml, Tennessee Department of Health: Controlled Substance Database ..., Data collection began for all dispensers on December 1 2006. ..... my file was uploaded successfully and accepted into the Tennessee Data Collection Portal?, yes 
Tennessee, https://titan.safety.state.tn.us/, titan, ... the THP to serve as a portal into the State of Tennessee's repository for traffic crash ... The integrity of the TITAN data is dependent upon both the accuracy and��..., yes 
Texas, https://data.austintexas.gov/, Open Austin: Data.AustinTexas.gov, Volunteer citizen developers use the Data Portal to create useful ���apps�۝ for ... data set also available at: http://www.ci.austin.tx.us/health/restaurant/search.cfm., yes 
Texas, http://www.txhighereddata.org/reports/performance/regions/, Regional Portal - Texas Higher Education Data, Texas Higher Education Regional Data  2012. This portal includes information data and tools for integrating institutional and statewide Closing the Gaps��..., yes 
Texas, http://www.citygridmedia.com/developer/blog/city-of-austin-texas-has-an-open-data-portal/, City of Austin Texas Has An Open Data Portal - CityGrid, Mar 16 2012 ... City open data sites are popping up all over the place. This year Austin TX launched a new open data portal for the city alongside a website��..., yes 
Texas, https://www.pearsonaccess.com/cs/Satellite?c=Page&childpagename=Texas%2FtxPALPPALayout&cid=1175826685160&pagename=txPALPWrapper, Welcome to the PearsonAccess Texas | Families, Texas Assessment Student Portal. View student assessment results; Guide to the Student Portal; Information about STAAR EOC TELPAS and TAKS scores��..., yes 
Texas, https://www.dshs.state.tx.us/chs/datalist.shtm, Direct links to health-related data - Texas Department of State ..., Nov 11 2013 ... The Portal for Comprehensive Health Data in Texas. A major new report quantifying significant disease trends in Texas has been released., yes 
Texas, http://www.ig.utexas.edu/sdc/, ASP_UTIG: Academic Seismic Portal at UTIG - Institute for Geophysics, Provides access to field and processed seismic data images and metadata from ... at UTIG partner in the NSFsponsored Marine Geoscience Data System. ... for Geophysics at the Jackson School of Geosciences of The University of Texas at��..., yes 
Texas, http://www.socrata.com/newsroom-article/weatherford-texas-new-open-data-portal/, Weatherford Texas Grows Government Transparency with New ..., Feb 5 2013 ... Open data portal in Weatherford Texas expected to strengthen a long tradition of citizen engagement., yes 
Texas, http://www.texas.gov/en/connect/pages/open-data.aspx, Open Data | Texas.gov, Senate Bill 279 (83R) requires agencies including higher education to provide DIR with a link and description for their open data set(s) to Texas.gov., yes 
Texas, http://www.tea.state.tx.us/index2.aspx?id=7085, Texas Education Agency - State Waiver Types - Expedited, Dec 17 2013 ... Teacher Data Portal of the Texas Assessment Management System. In 2009 the 81st Texas Legislature enacted legislation to provide greater��..., yes 
Texas, https://myrecord.cehd.tamu.edu/, CEHD Student Data Portal - Texas A&M University, CEHD Student Resources. Graduate Student Review; Applications: SPED: Professional Phase Application (Christy Porter): Student Teaching Application for��..., yes 
Utah, http://gis.utah.gov/, The Utah Automated Geographic Reference Center: Utah Mapping ..., Utah Mapping Portal. Search ... Utah SGID Statewide Roads Data Layer Updates 1/28/2014 ... The updated Roads data is also available as shapefiles and file��..., yes 
Utah, http://gis.utah.gov/data/, Data | Utah Mapping Portal - The Utah Automated Geographic ..., Overview. Utah's State Geographic Information Database (SGID) is the central clearing house for all digital mapping (GIS) information (Utah Code 63F1507 )., no 
Utah, http://www.udot.utah.gov/ugate/, UDOT Data Portal - Utah Department of Transportation - Utah.gov, Search all of Utah.gov �� ... Data Guide: Please see a copy of the data guide. ... Data Portal News: For the latest and greatest see our October Newsletter., yes 
Utah, http://gis.utah.gov/data/aerial-photography/, Aerial Photography | Utah Mapping Portal, Utah Mapping Portal. Search. News �� Data �� Developer �� About �� Home �� Data �� Aerial Photography. Aerial Photography Layers for Utah ... Data Navigation ���., yes 
Utah, http://www.utah.gov/data/, Utah Data - Utah.gov, To get text updates on Utah Data text follow UtahData to 40404. Utah State Data Files Raw Data Catalog. Create your own interesting mashups by downloading��..., yes 
Utah, http://gis.utah.gov/category/data/, Data | Utah Mapping Portal - The Utah Automated Geographic ..., Roads feature class that resides on the Utah SGID ArcSDE database server. The updated Roads data is also available as shapefiles and file geodatabase files��..., yes 
Utah, http://gis.utah.gov/data/elevation-terrain-data/, Elevation and Terrain Data | Utah Mapping Portal, Although all are identical in the manner the data are structured each varies in sampling interval geographic reference system areas of coverage and accuracy;��..., yes 
Utah, http://gis.utah.gov/data/usgs-scanned-topographic-maps-drgs/, Download USGS Scanned Topographic Maps (DRGs) | Utah ..., Utah Mapping Portal ... by quads from the AGRC ftp site �� Map of Utah 1:24K USGS Scanned Topographic Map with Quad Names ... Elevation and Terrain Data., yes 
Utah, http://gis.utah.gov/data/sgid-base-map-services-arcmap/, Using SGID Base Map Services in ArcMap | Utah Mapping Portal, in ArcMap click the Add Data button; At the top of the Add Data window set the Look In: pick list to point at GIS Servers; Select Add ArcGIS Server and then��..., yes 
Utah, http://gis.utah.gov/data/utah-sgid-image-server/, Using the Utah SGID Image Server | Utah Mapping Portal, For Server Name type in: image.agrc.utah.gov; Browse the folders (see below) ... Please carefully read our data policies disclaimers and government statutes��..., yes 
Vermont, http://vtdigger.org/2013/12/10/free-data-portal-compares-rural-urban-poverty/, Free data portal compares rural and urban poverty - VTDigger.org, Dec 10 2013 ... Free data portal compares rural and urban poverty ... and Essex counties in Vermont rank highest for the percentage of the population living in��..., yes 
Vermont, http://healthvermont.gov/tracking/, Vermont Environmental Health Tracking, Vermont Environmental Public Health Tracking  Making the connection ... Three kids holding hands while running in a field Click to view data using the Query��..., yes 
Vermont, http://healthvermont.gov/news/2012/040212_tracking.aspx, Vermont Launches Environmental Public Health Tracking Web Portal, Apr 2 2012 ... BURLINGTON ��� The Vermont Department of Health today launched a ... To date the portal contains searchable data and information about the��..., yes 
Vermont, http://blog.commongoodvt.org/2013/10/burlington-plans-to-launch-open-data-portal/, Burlington Plans to Launch Open Data Portal | Common Good ..., Burlington Plans to Launch Open Data Portal. October 8 2013; By Common Good Vermont Coordinator. Categories: News. Tags: city of Burlington data and��..., yes 
Vermont, http://www.vermont.gov/portal/vermont/index.php?id=262, Census Data - Vermont.gov, Vermont dot gov ... Database of Census Data Resources External Link; U.S. Census Vermont State and County QuickFacts GOV External Link. Share this Page:��..., yes 
Vermont, http://www.vermont.gov/portal/vermont/index.php?id=259, Vermont.gov - About Vermont - Resources Information and Data ..., Resources Information and Data. Resources Information and ... Vermont Geography Portal Web Map GOV External Link; Vermont Geological Survey GOV��..., yes 
Vermont, http://www.housingdata.org/resources/, Vermont Housing Data: Other housing data and policy resources, Many links to other Vermont and national housing data and policy resources. ... Federal Emergency Management Agency (FEMA) Housing Portal �� Vermont��..., yes 
Vermont, http://codeforbtv.org/events/2014/02/codeacross-btv/, CodeAcross BTV �ۢ Code for BTV, The City of Burlington Mayor's Office recently started work on an open data portal. The State of Vermont is also working on its own open data portal., yes 
Vermont, http://en.wikipedia.org/wiki/Portal:Vermont, Portal:Vermont - Wikipedia the free encyclopedia, Vermont is a U.S. state located in New England. The state ranks 43rd in land area (9250 square miles) and its population (608827) ranks as the��..., yes 
Vermont, http://www.leg.state.vt.us/statutes/fullchapter.cfm?Title=22&Chapter=016, Chapter 16 - The Vermont Statutes Online, The purpose of the Vermont web portal is to increase at no cost to the taxpayer the ... (1) Public information means any state data that is included within the��..., yes 
Virginia, http://vrhrc.org/data-portal/, Virginia Rural Data Portal - Virginia Rural Health Resource Center, , yes 
Virginia, http://gis.lib.virginia.edu/, UVA Library Geoportal - University of Virginia, Discover explore and use collections of geospatial data from here at the UVA Library and around the world. Search for Geospatial Data. Optional: Click and��..., yes 
Virginia, http://www.healthlandscape.org/Community-Data-Portals.cfm, HealthLandscape Community Data Portals, A community indicator data portal is a great way for your constituents and ... The West Virginia Data Portal contains a variety of demographic economic and��..., yes 
Virginia, http://wvhepcnew.wvnet.edu/index.php?option=com_content&task=view&id=104&Itemid=1, Data Portal - West Virginia Higher Education Policy Commission, The Commission's Data Portal is designed to provide webbased access to a variety of higher education data points concerning West Virginia's public colleges��..., yes 
Virginia, http://www.ruraldataportal.org/, The Rural Data Portal | Welcome, Get Detailed Data. 1. .... The RURAL DATA PORTAL is a simple easy to use online resource that provides essential information on the social economic and��..., yes 
Virginia, http://www.va-srhp.org/, Virginia's State Rural Health Plan | Home, Virginia's State Rural Health Plan (VASRHP) is a 35 year strategic plan designed to strengthen the health care ... Virginia Rural Health Data Portal. Your one��..., yes 
Virginia, http://proceedings.esri.com/library/userconf/health10/docs/the_virginia_rural_health_data_portal.pdf, The Virginia Rural Health Data Portal, Presented by. ��� Steve Sedlock Executive Director. Virginia Network for Geospatial Health Research www.vnghr.org. ��� Ken Cook Director of Technical��..., yes 
Virginia, http://www.lib.vt.edu/find/gis-maps/data/statewide.html, Statewide data (Virginia) GIS sites | University Libraries | Virginia Tech, Chesapeake Bay Program: Geospatial data available from the Chesapeake Bay ... Virginia Geographic Information Network (VGIN): is Virginia's online portal for��..., yes 
Virginia, http://geohealthinnovations.org/wp-content/uploads/2013/07/portal_presentation_phase_II.pdf, The Virginia Rural Health Data Portal - GeoHealth Innovations, Nov 1 2011 ... Rural Health Data Portal is an outgrowth of the Virginia Rural Health Plan. ��� Plan originally developed to comply with. Critical Access Hospital��..., no 
Virginia, http://www.wvrha.org/, West Virginia Rural Health Association, The West Virginia Rural Health Association advocates for empowering all West Virginians to advance their quality of life ... West Virginia Health Data Portal��..., yes 
Washington, http://data.dc.gov/, Data Catalog, Allows subscription to data feed for continuous updates. Learn more about Atom. We support GeoRSS extension which includes location as part of a feed., yes 
Washington, http://geography.wa.gov/, Washington State Geospatial Portal: Home, Washington State Geospatial Portal ... Link to data.wa.gov ... The primary role of this Portal is to provide access to and use of geospatial technology resources to��..., yes 
Washington, http://partnersforourchildren.org/data-portal, Data Portal | Partners for Our Children, Welcome to the Washington State Child WellBeing Data Portal. This website provides uptodate information on the size and shape of Washington's child��..., yes 
Washington, http://www.socrata.com/customer-spotlight/state-of-washington/, State of Washington - Socrata Inc., As the home to many pioneering companies it is no surprise that the State of Washington was one of the first states in the country to adopt an Open Data Portal., no 
Washington, http://wagda.lib.washington.edu/data/geography/wa_state/, Washington State Data - WAGDA - University of Washington, Washington State  GIS Data. This page contains links to both��..., yes 
Washington, http://pocweb.cac.washington.edu/publications/exploring-child-welfare-washington-state-child-well-being-data-portal-0, Exploring Child Welfare with the Washington State Child Well-Being ..., This introduction provides several examples of how Data Portal measures can be used to obtain vital information about children and families in the child welfare��..., no 
Washington, http://wa-node.gis.washington.edu/, Washington State Geospatial Clearinghouse, The portal acts as a gateway to an extensive metadata catalog  this is a master ... users can find standard information about available geospatial data sets., yes 
Washington, http://pocweb.cac.washington.edu/sites/default/files/publications/exploring_child_welfare_with_the__wa_state_data_portal.pdf, Exploring Child Welfare with the WA State Data Portal, Partners for Our Children in collaboration with the Washington ... The Data Portal���www.partnersforourchildren.org/childwellbeing���contains information��..., no 
Washington, https://data.seattle.gov/, Data.Seattle.Gov | Seattle's Data Site, The purpose of Data.Seattle.Gov is to increase public access to high value machinereadable datasets generated by various departments of Seattle City��..., yes 
Washington, http://www.kingcounty.gov/operations/GIS/GISData.aspx, King County GIS Data, Feb 20 2013 ... Seattle WA 98104 ... GIS data including direct download via the KCGIS Data Portal and ... Examine the various KCGIS data storage formats., yes 
West Virginia, http://wvhepcnew.wvnet.edu/index.php?option=com_content&task=view&id=104&Itemid=1, Data Portal - West Virginia Higher Education Policy Commission, The Commission's Data Portal is designed to provide webbased access to a variety of higher education data points concerning West Virginia's public colleges��..., yes 
West Virginia, http://gis.wvinfrastructure.com/, WV IJDC GIS Data Portal, West Virginia Infrastructure & Jobs Infrastructure Council's GIS data portal. Developed by CDM this ArcGIS Server Flex application provides access to WV water��..., yes 
West Virginia, http://www.healthlandscape.org/Community-Data-Portals.cfm, HealthLandscape Community Data Portals, The West Virginia Data Portal contains a variety of demographic economic and healthrelated information including vital statistics health factors ranking scores��..., yes 
West Virginia, http://www.wvrha.org/docs/Spotlight_Portal.pdf, West Virginia Health Data Portal (WVHDP) ���LIKE�۝ US ON FACEBOOK!, West Virginia Health Data Portal (WVHDP). Rural Health News and Notes. Page 3. WVRHA understands that our members partners funders and policy makers��..., yes 
West Virginia, http://www.mapwv.gov/, MapWV.gov, Mapping Gateway for West Virginia ... It allows user access to a wealth of highquality maps and geographic data via the Internet. All of our maps are free for use��..., yes 
West Virginia, http://www.mapwv.gov/help-gisdata.php, GIS Data Help - Map West Virginia Portal, Static GIS Data. Our static GIS data holdings are intended for professional GIS users and may not be useful or appropriate for all uses. Please consult individual��..., yes 
West Virginia, http://www.mapwv.gov/help-webservices.php, Web REST Services Help - Map West Virginia Portal - MapWV.gov, While this instruction is based on West Virginia's Sheriff Association Imagery from ... into ArcMap as adding any other GIS data it will be shown like the following:., yes 
West Virginia, http://en.wikipedia.org/wiki/Portal:West_Virginia, Portal:West Virginia - Wikipedia the free encyclopedia, West Virginia became a state following the Wheeling Conventions breaking away from Virginia during the American Civil War. The new state was admitted to��..., yes 
West Virginia, http://facultyportal.cehs.wvu.edu/cils/toth, CEHS - Faculty Portal | Toth Eva Erdosne | West Virginia University, CEHS  Faculty Portal. ... Member of Graduate Faculty West Virginia University ... Direct the work of student assistants for research coding and data analysis., yes 
West Virginia, http://ncahd.org/wvhealthdataportal/, WVRHA, Get Microsoft Silverlight., yes 
Wisconsin, http://relief.ersc.wisc.edu/wisconsinview/form.php, WisconsinView Data Portal Login - University of Wisconsin-Madison, Link to WisconsinView Home. WisconsinView Data Portal. If you have previously filled out the form below you can bypass it by specifying the type of data you��..., yes 
Wisconsin, http://wisconsinview.ssec.wisc.edu/imagery/, WisconsinView, Mar 14 2012... described here. It is available for Free Download in GIS formats from our web portal: New data set: Statewide 18 true color (WROC 2010): Preview ... MODIS Satellite image of Wisconsin  Feb 1 2009. MODIS 20022011��..., yes 
Wisconsin, http://www.wisconsinview.org/, WisconsinView: Aerial and Satellite Imagery of Wisconsin, UPDATE: 1/2/2014 Nearly all data have been restored and are again available for download. We are correcting directory structures and confirming file integrity., yes 
Wisconsin, http://wisconsinsafetydataportal.org/, Wisconsin Safety Data Resource Portal: home, The Safety Data Resource Portal provides information related to Wisconsin's traffic records system data resources and stakeholders. Thanks to funding and��..., yes 
Wisconsin, https://sac.oja.wisconsin.gov/sacapps/jdp.aspx, Wisconsin Justice Data Portal, Unsupported Browser. The browser you are using is not supported by this application. In order to display reports properly please use Internet Explorer or��..., yes 
Wisconsin, https://data.cityofmadison.com/, City of Madison | Open Data, Copyright �� 2012 City of Madison WI �� Contact Webmaster �� Accessbility �� Conditions & Use �� Privacy Policy �� Security Policy �� Data Policy �� Powered by Socrata., yes 
Wisconsin, http://wisedash.dpi.wi.gov/, Dashboard Portal Home - Wisconsin.gov, WISEdash Public Portal  compare and explore educational statistics about Wisconsin public schools using dashboards or visual collections of graphs and��..., yes 
Wisconsin, http://wise.dpi.wi.gov/wisedash, WISEdash Public Portal | Wisconsin Information System for ..., WISEdash is a data portal that uses dashboards or visual collections of graphs and tables to provide multiyear education data about Wisconsin schools., yes 
Wisconsin, http://dpi.wi.gov/files/eis/pdf/dpinr2013_145.pdf, WISEdash Public Portal expands access to school data - Wisconsin ..., Nov 11 2013 ... The Wisconsin Information System for Education Data Dashboard ... WISEdash Public Portal contains data the DPI is required to publish and is��..., yes 
Wisconsin, http://wise.dpi.wi.gov/, Welcome to the Wisconsin Information System for Education (WISE ..., The WISE tools provide a variety of ways to look at Wisconsin education data. ... WISEdash is a data portal that uses dashboards or visual collections of graphs��..., yes 
Wyoming, http://wygl.wygisc.org/, Wyoming GeoLibrary, The Wyoming GeoLibrary is an Internet site that provides the Wyoming geospatial ... the ability to easily and efficiently access and disseminate spatial data., yes 
Wyoming, http://www.uwyo.edu/wygisc/, WyGISC Home - University of Wyoming, The Wyoming Geographic Information Science Center (WyGISC) is an interdisciplinary ... News Release: Governor Moves GIS Data Clearinghouse Forward., no 
Wyoming, http://ets.wyo.gov/Inside-ETS/gis-enterprise-architecture/map-portal, State Agency Map Portal - ETS: Wyoming Department of Enterprise ..., Please feel free to browse this content and we welcome your comments and questions on how we can improve the transparency of our Statewide GIS Data., yes 
Wyoming, http://portals.edu.wyoming.gov/WISE, Wise - Wyoming Department of Education - Fusion, Welcome to the Wyoming Integrated Statewide Education (WISE) Data System. A successful education system is made up of many tools; data management is��..., yes 
Wyoming, http://www.nrcs.usda.gov/wps/portal/nrcs/main/wy/technical/dma/gis/, GIS | NRCS, USDA Geospatial Data Gateway Link opens in a new window; U.S. National Atlas Link opens in a new window. See Also. WY State GIS Portal Link opens in a��..., yes 
Wyoming, http://libguides.colostate.edu/content.php?pid=45941&sid=340817, Data - Colorado & Wyoming - GIS (Geographic Information Systems ..., Aug 29 2013 ... Colorado GIS Portal (unofficial) �� WyGISC (University of Wyoming)  covers the entire state of ... Selected Digital Data Sets (Larimer County)., no 
Wyoming, http://www.wyoming.com/pid/9/My-Account.aspx, Wyoming.com Customer Portal, Wyoming.com`s Customer Portal to view emails find support answers pay and view invoices. ... Wyoming.com  Internet  Phone  Data �� Support | Email Login��..., no 
Wyoming, http://en.wikipedia.org/wiki/Portal:Wyoming, Portal:Wyoming - Wikipedia the free encyclopedia, Portal:Wyoming ... The Wyoming Portal .... Geographical coordinates: Wyoming articles missing geocoordinate data �� Infobox: Wyoming articles needing��..., no 
Wyoming, http://serc.carleton.edu/NAGTWorkshops/gis/state_resources.html, State GIS Resources - SERC, Dec 15 2013... tabular and vector data via state clearinghouses university libraries and ... Vermont Virginia Washington West Virginia Wisconsin Wyoming, yes 
Wyoming, http://www.wyedu.ets.org/, Wyoming Statewide Assessments, This portal was created by Educational Testing Service (ETS) on behalf of the Wyoming Department of ... Wyoming Statewide Assessment Data Verification., no 
